firm,year,industry,quality,opportunity,risk,network,firm_age,esg,big4,q,growth,cash,leverage,roa,cfo_assets,investment,true_deviation,investment_lag,esg_lag,big4_lag,esg_lead
0,2015,2,-0.9955065554235807,-0.8704369299322933,0.12313802807080561,1,33,55.80318417152617,0,0.5287703093316505,0.06787578083413692,0.21593022384185928,0.40155737748883075,0.01201807344078102,0.04341857972140904,0.07627796299600967,-0.013033100621892283,,,,47.97463959071396
0,2016,2,-0.9955065554235807,-0.8704369299322933,0.12313802807080561,1,34,47.97463959071396,0,0.7899169122687199,-0.03349406528550827,0.3788079509281383,0.5752864303949302,0.017306463436242703,0.032556829284780174,0.12068267901473413,0.02114896805006501,0.07627796299600967,55.80318417152617,0.0,44.116430400146996
0,2017,2,-0.9955065554235807,-0.8704369299322933,0.12313802807080561,1,35,44.116430400146996,0,1.3400181706378138,0.06907132716809256,0.30741656152132446,0.4931100926183478,0.017183893037731872,0.045207520812757855,0.12808447110039617,-0.02209303194695982,0.12068267901473413,47.97463959071396,0.0,46.03704174055943
0,2018,2,-0.9955065554235807,-0.8704369299322933,0.12313802807080561,1,36,46.03704174055943,0,1.267716453979599,-0.11006505740746236,0.19805792341574951,0.4603805312088088,0.0011120292856154571,0.002367732249265033,0.10901651880604822,-0.010832126357137522,0.12808447110039617,44.116430400146996,0.0,47.664176273657496
0,2019,2,-0.9955065554235807,-0.8704369299322933,0.12313802807080561,1,37,47.664176273657496,0,0.9622391643709369,-0.15579777204309503,0.34186621679767487,0.3361229798798702,6.009756525917655e-05,0.04792528481700693,0.13119438797181973,0.018078321726346047,0.10901651880604822,46.03704174055943,0.0,50.57198338494222
0,2020,2,-0.9955065554235807,-0.8704369299322933,0.12313802807080561,1,38,50.57198338494222,0,0.7295422570747774,-0.010892653166519342,0.1754054367143985,0.35907048480552883,-0.012468408751475282,0.038236077651723155,0.05528497854767988,-0.04571871348401602,0.13119438797181973,47.664176273657496,0.0,54.8621660325508
0,2021,2,-0.9955065554235807,-0.8704369299322933,0.12313802807080561,1,39,54.8621660325508,0,0.38459584921978507,-0.06634854745488618,0.3205268291034704,0.7049143885330238,0.046917863718014596,0.06528775685514597,0.033235065275608794,-0.04288230148807509,0.05528497854767988,50.57198338494222,0.0,57.79637245690122
0,2022,2,-0.9955065554235807,-0.8704369299322933,0.12313802807080561,1,40,57.79637245690122,0,1.1519729225861775,0.03800064254486145,0.22457776066185964,0.7199128865622837,-0.009148673532487828,0.034371372454207925,0.15204940459083383,0.0249001591782427,0.033235065275608794,54.8621660325508,0.0,58.15282061414858
0,2023,2,-0.9955065554235807,-0.8704369299322933,0.12313802807080561,1,41,58.15282061414858,0,1.894024381255869,0.03813893954931773,0.18326604069257982,0.4164703328516624,0.001381416713421471,0.023863753358895397,0.1701276797348286,-0.015733345311952564,0.15204940459083383,57.79637245690122,0.0,56.13411375331225
0,2024,2,-0.9955065554235807,-0.8704369299322933,0.12313802807080561,1,42,56.13411375331225,0,0.8640192903406441,-0.03147210153639094,0.2567762707884882,0.6945386330012184,0.025590903230247625,0.05477215669102384,0.0900751876877877,-0.024773953960593714,0.1701276797348286,58.15282061414858,0.0,
1,2015,5,-1.313540713542717,-0.2899043461249258,2.519333113582702,0,19,58.38507195293474,0,0.6663605585070886,-0.11890568411001261,0.16812461303458662,0.5854941740554777,-0.006105954674678369,0.013574803734693493,0.10267954660957099,0.013311668194591739,,,,59.5847948209513
1,2016,5,-1.313540713542717,-0.2899043461249258,2.519333113582702,0,20,59.5847948209513,0,1.2060050659132102,-0.1344401783848405,0.13817093151925045,0.4807543587861637,-0.060252096622843844,0.052109058813440794,0.1253664787748225,-0.010705028709230941,0.10267954660957099,58.38507195293474,0.0,56.82017056470386
1,2017,5,-1.313540713542717,-0.2899043461249258,2.519333113582702,0,21,56.82017056470386,0,1.0255349995734557,0.14681307838358706,0.1964648151492239,0.5946601585154577,-0.007029039233033611,0.00902838313549342,0.12256992461575011,-0.013838141233930262,0.1253664787748225,59.5847948209513,0.0,55.6154070602288
1,2018,5,-1.313540713542717,-0.2899043461249258,2.519333113582702,0,22,55.6154070602288,0,0.3629595820531417,0.05274730737067301,0.09514640013092325,0.6759785146280086,-0.011761091097393735,0.02399534956453393,0.04735563762523441,-0.034951864119500756,0.12256992461575011,56.82017056470386,0.0,56.597660079823434
1,2019,5,-1.313540713542717,-0.2899043461249258,2.519333113582702,0,23,56.597660079823434,0,1.2620131522780011,-0.054564046829914156,0.09111151611231816,0.5840089674081834,-0.00038626346710014456,0.03618862149563575,0.1197208046551067,-0.020158278849115606,0.04735563762523441,55.6154070602288,0.0,61.6846714214195
